symbol,company,industry,filing_date,call_date,url,engine,split,n_words,mood_remarks,mood_qna,mood_all,n_sent_rem,n_sent_qa,rem_lm_negative,rem_lm_negative_p1k,rem_lm_positive,rem_lm_positive_p1k,rem_lm_uncertainty,rem_lm_uncertainty_p1k,rem_lm_litigious,rem_lm_litigious_p1k,rem_lm_constraining,rem_lm_constraining_p1k,rem_lm_strong_modal,rem_lm_strong_modal_p1k,rem_lm_weak_modal,rem_lm_weak_modal_p1k,rem_th_positive_guidance,rem_th_positive_guidance_p1k,rem_th_negative_caution,rem_th_negative_caution_p1k,rem_th_hedging_evasion,rem_th_hedging_evasion_p1k,rem_th_capital_actions,rem_th_capital_actions_p1k,rem_n_words,qa_lm_negative,qa_lm_negative_p1k,qa_lm_positive,qa_lm_positive_p1k,qa_lm_uncertainty,qa_lm_uncertainty_p1k,qa_lm_litigious,qa_lm_litigious_p1k,qa_lm_constraining,qa_lm_constraining_p1k,qa_lm_strong_modal,qa_lm_strong_modal_p1k,qa_lm_weak_modal,qa_lm_weak_modal_p1k,qa_th_positive_guidance,qa_th_positive_guidance_p1k,qa_th_negative_caution,qa_th_negative_caution_p1k,qa_th_hedging_evasion,qa_th_hedging_evasion_p1k,qa_th_capital_actions,qa_th_capital_actions_p1k,qa_n_words
SSWL,Steel Strips Wheels Limited,Auto Ancillaries,2023-02-03,,https://nsearchives.nseindia.com/corporate/SSWL_03022023121315_TranscriptOfConferenceCall31012023SIGNED.pdf,pymupdf,split,9034,0.04,0.08,0.06,25,25,6,5.3859964093357275,14,12.567324955116696,1,0.8976660682226212,0,0.0,16,14.362657091561939,7,6.283662477558348,1,0.8976660682226212,0,0.0,0,0.0,0,0.0,0,0.0,1114,46.0,5.937782367368014,74.0,9.552084677939847,51.0,6.583193494255841,6.0,0.7744933522653931,23.0,2.968891183684007,98.0,12.65005808700142,38.0,4.9051245643474894,0.0,0.0,2.0,0.258164450755131,3.0,0.38724667613269653,20.0,2.58164450755131,7747.0
LAXMIDENTL,Laxmi Dental Limited,,2026-05-30,,https://nsearchives.nseindia.com/corporate/LAXMI_30052026151732_Transcript30052026.pdf,pymupdf,split,8309,0.4,0.16,0.28,25,25,8,3.714020427112349,71,32.9619312906221,23,10.677808727948003,5,2.3212627669452184,21,9.749303621169917,11,5.10677808727948,15,6.963788300835654,0,0.0,2,0.9285051067780873,1,0.46425255338904364,1,0.46425255338904364,2154,12.0,2.0046775810223854,73.0,12.195121951219512,71.0,11.861009021049115,3.0,0.5011693952555963,12.0,2.0046775810223854,76.0,12.696291346475109,56.0,9.355162044771133,1.0,0.1670564650851988,1.0,0.1670564650851988,3.0,0.5011693952555963,4.0,0.6682258603407952,5986.0
JTLIND,JTL INDUSTRIES LIMITED,,2026-05-15,,https://nsearchives.nseindia.com/corporate/JTLIND_15052026175043_ConCall150526Signed.pdf,pymupdf,split,5476,0.44,0.2,0.32,25,25,0,0.0,18,23.316062176165804,5,6.476683937823834,0,0.0,11,14.248704663212436,5,6.476683937823834,5,6.476683937823834,1,1.2953367875647668,0,0.0,0,0.0,0,0.0,772,21.0,4.5592705167173255,65.0,14.11202778983934,29.0,6.296135475466783,0.0,0.0,10.0,2.1710811984368217,33.0,7.164567954841511,23.0,4.99348675640469,1.0,0.21710811984368214,2.0,0.4342162396873643,0.0,0.0,24.0,5.210594876248372,4606.0
SAPPHIRE,Sapphire Foods India Limited,,2023-11-06,,https://nsearchives.nseindia.com/corporate/SAPPHIRE_06112023155823_NSE.pdf,pymupdf,whole,8343,0.08,,0.08,25,0,39,4.829721362229102,130,16.09907120743034,45,5.572755417956657,2,0.2476780185758514,36,4.458204334365325,77,9.535603715170279,24,2.972136222910217,0,0.0,11,1.3622291021671826,0,0.0,3,0.3715170278637771,8075,,,,,,,,,,,,,,,,,,,,,,,
SBILIFE,SBI Life Insurance Company Limited,,2023-07-31,,https://nsearchives.nseindia.com/corporate/SBILIFE_31072023180500_ECT31072023.pdf,pymupdf,split,10661,0.4,0.04,0.22,25,25,2,1.0454783063251438,61,31.887088342916883,3,1.5682174594877156,3,1.5682174594877156,8,4.181913225300575,9,4.704652378463147,1,0.5227391531625719,0,0.0,0,0.0,0,0.0,0,0.0,1913,26.0,3.02712772150425,134.0,15.601350564675748,82.0,9.54709512166725,3.0,0.34928396786587496,8.0,0.9314239143089998,100.0,11.642798928862499,35.0,4.074979625101874,1.0,0.11642798928862498,2.0,0.23285597857724996,1.0,0.11642798928862498,0.0,0.0,8589.0
BANSWRAS,Banswara Syntex Limited,Textiles - Synthetic,2023-05-20,2023-05-20,https://nsearchives.nseindia.com/corporate/BANSWRAS_20052023191749_Transcripton16052023.pdf,pymupdf,split,6541,0.2,0.24,0.22,25,25,8,3.4173430158052116,51,21.785561725758225,19,8.116189662537376,3,1.2815036309269543,14,5.98035027765912,10,4.271678769756514,13,5.553182400683468,4,1.7086715079026058,3,1.2815036309269543,1,0.42716787697565145,5,2.135839384878257,2341,14.0,3.5344609946983083,64.0,16.157535975763697,33.0,8.331229487503157,0.0,0.0,25.0,6.311537490532694,47.0,11.865690482201463,25.0,6.311537490532694,0.0,0.0,2.0,0.5049229992426155,3.0,0.7573844988639232,12.0,3.029537995455693,3961.0
KANSAINER,Kansai Nerolac Paints Limited,Paints,2021-08-04,,https://nsearchives.nseindia.com/corporate/KANSAINER_04082021143252_SEIntimationConcallTranscript.pdf,pymupdf,split,9418,0.08,0.08,0.08,25,25,0,0.0,11,22.86902286902287,0,0.0,2,4.158004158004158,10,20.79002079002079,3,6.237006237006237,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,481,46.0,5.2361980648833235,140.0,15.936254980079681,54.0,6.146841206602163,1.0,0.11383039271485487,26.0,2.9595902105862266,77.0,8.764940239043824,38.0,4.325554923164485,0.0,0.0,3.0,0.3414911781445646,1.0,0.11383039271485487,0.0,0.0,8785.0
CENTRALBK,Central Bank of India,Banks,2021-11-03,2021-11-02,https://nsearchives.nseindia.com/corporate/CENTRALBK_03112021181057_SE_trans.pdf,pymupdf,split,7801,0.12,0.16,0.14,25,25,8,3.5211267605633805,18,7.922535211267606,5,2.2007042253521125,1,0.44014084507042256,10,4.401408450704225,16,7.042253521126761,3,1.3204225352112675,0,0.0,0,0.0,0,0.0,0,0.0,2272,29.0,5.4593373493975905,55.0,10.353915662650602,51.0,9.600903614457831,4.0,0.7530120481927711,22.0,4.141566265060241,60.0,11.295180722891565,33.0,6.212349397590361,0.0,0.0,1.0,0.18825301204819278,0.0,0.0,0.0,0.0,5312.0
APARINDS,Apar Industries Limited,Lubricants,2023-08-30,,https://nsearchives.nseindia.com/corporate/APARINDS_30082023215814_IntimationofTranscriptofInvestorsMeet.pdf,pymupdf,whole,36306,0.04,,0.04,25,0,98,2.7602523659305995,298,8.393420459666517,140,3.943217665615142,12,0.337990085624155,175,4.929022082018927,195,5.492338891392519,79,2.2251013970256874,6,0.1689950428120775,2,0.05633168093735917,1,0.028165840468679586,17,0.47881928796755296,35504,,,,,,,,,,,,,,,,,,,,,,,
DHRUV,Dhruv Consultancy Services Limited,,2025-02-11,,https://nsearchives.nseindia.com/corporate/DHRUV_11022025125910_DhruvConsultancyServicesQ3FY25EarningsCallTranscript.pdf,pymupdf,split,5911,0.32,0.08,0.2,25,25,2,1.9193857965451055,18,17.27447216890595,1,0.9596928982725528,4,3.838771593090211,17,16.314779270633398,5,4.798464491362764,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1042,21.0,4.39882697947214,54.0,11.311269375785505,13.0,2.7230833682446587,3.0,0.6284038542103059,23.0,4.817762882279012,28.0,5.865102639296188,12.0,2.5136154168412235,7.0,1.466275659824047,0.0,0.0,0.0,0.0,0.0,0.0,4774.0
AWFIS,Awfis Space Solutions Limited,,2026-05-29,2026-05-25,https://nsearchives.nseindia.com/corporate/AWFIS2014_29052026172115_Awfis_Transcript_May_29_2026_Signed.pdf,pymupdf,split,9162,0.48,0.12,0.3,25,25,12,2.531111579835478,71,14.975743514026577,34,7.171482809533853,7,1.4764817549040288,27,5.695001054629825,14,2.9529635098080576,16,3.374815439780637,2,0.42185192997257964,0,0.0,1,0.21092596498628982,5,1.054629824931449,4741,17.0,4.065040650406504,33.0,7.890961262553802,42.0,10.043041606886657,2.0,0.4782400765184122,13.0,3.1085604973696794,25.0,5.978000956480153,23.0,5.499760879961741,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1956001912960306,4182.0
INDOSTAR,IndoStar Capital Finance Limited,,2023-08-10,2023-08-10,https://nsearchives.nseindia.com/corporate/INDOSTAR_10082023235419_BSENSE.pdf,pymupdf,split,8475,0.52,0.08,0.3,25,25,6,2.308580223162755,94,36.16775682954983,7,2.693343593689881,0,0.0,22,8.464794151596768,13,5.001923816852636,2,0.7695267410542517,0,0.0,0,0.0,0,0.0,0,0.0,2599,31.0,5.483813904121705,54.0,9.552450026534583,40.0,7.075888908544136,2.0,0.3537944454272068,13.0,2.299663895276844,66.0,11.675216699097824,29.0,5.130019458694498,0.0,0.0,5.0,0.884486113568017,2.0,0.3537944454272068,0.0,0.0,5653.0
SUNDROP,Sundrop Brands Limited,,2024-01-30,2024-01-30,https://nsearchives.nseindia.com/corporate/ATFL_30012024161111_SEintimationLetterofAnalystcallTranscript31122023.pdf,pymupdf,split,11657,0.04,0.08,0.06,25,25,0,0.0,3,6.302521008403361,0,0.0,2,4.201680672268908,12,25.210084033613445,3,6.302521008403361,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,476,41.0,3.770808424537846,178.0,16.370826818725284,70.0,6.437965602869493,1.0,0.09197093718384991,20.0,1.839418743676998,135.0,12.416076519819738,24.0,2.207302492412398,2.0,0.18394187436769982,0.0,0.0,3.0,0.27591281155154973,9.0,0.8277384346546491,10873.0
SUBEXLTD,Subex Limited,,2024-11-19,,https://nsearchives.nseindia.com/corporate/SUBEXLTD_19112024125744_EarningsCallTranscript.pdf,pymupdf,split,11489,0.4,-0.12,0.14,25,25,16,9.512485136741974,39,23.18668252080856,14,8.323424494649228,3,1.78359096313912,7,4.161712247324614,8,4.756242568370987,5,2.972651605231867,1,0.5945303210463734,5,2.972651605231867,0,0.0,1,0.5945303210463734,1682,32.0,3.313658486072279,71.0,7.35217976597287,52.0,5.384695039867454,13.0,1.3461737599668635,9.0,0.9319664492078286,56.0,5.798902350626489,40.0,4.142073107590349,0.0,0.0,9.0,0.9319664492078286,1.0,0.10355182768975872,0.0,0.0,9657.0
CHALET,Chalet Hotels Limited,,2026-08-05,,https://nsearchives.nseindia.com/corporate/CHALET_05082026173711_Transcript29072026.pdf,pymupdf,whole,8491,0.2,,0.2,25,0,26,3.10336595846264,157,18.739555979947482,40,4.774409166865601,7,0.83552160420148,29,3.4614466459775604,48,5.72929100023872,24,2.86464550011936,2,0.23872045834328,2,0.23872045834328,1,0.11936022917164,1,0.11936022917164,8378,,,,,,,,,,,,,,,,,,,,,,,
COALINDIA,Coal India Limited,Mining,2024-02-21,,https://nsearchives.nseindia.com/corporate/COALINDIA_21022024153942_transript.pdf,pymupdf,split,8361,0.24,0.08,0.16,25,25,1,1.0638297872340425,17,18.085106382978722,4,4.25531914893617,3,3.1914893617021276,15,15.957446808510639,12,12.76595744680851,1,1.0638297872340425,0,0.0,0,0.0,0,0.0,2,2.127659574468085,940,18.0,2.542372881355932,45.0,6.3559322033898304,86.0,12.146892655367232,5.0,0.7062146892655368,34.0,4.80225988700565,88.0,12.429378531073446,61.0,8.615819209039548,0.0,0.0,1.0,0.14124293785310735,0.0,0.0,19.0,2.6836158192090394,7080.0
SHARDAMOTR,Sharda Motor Industries Limited,,2023-11-16,2023-11-16,https://nsearchives.nseindia.com/corporate/SHARDAMOTR_16112023192544_Binder1.pdf,pymupdf,whole,7773,0.32,,0.32,25,0,22,2.885624344176285,161,21.117523609653723,76,9.968520461699896,11,1.4428121720881426,33,4.3284365162644285,70,9.181532004197273,42,5.508919202518363,3,0.3934942287513116,2,0.2623294858342078,3,0.3934942287513116,2,0.2623294858342078,7624,,,,,,,,,,,,,,,,,,,,,,,
VGUARD,V-Guard Industries Limited,Electronics - Industrial,2023-08-18,,https://nsearchives.nseindia.com/corporate/VGUARD_18082023182803_Intimation.pdf,pymupdf,whole,8290,0.0,,0.0,25,0,30,3.6571985858832137,138,16.82311349506278,63,7.680117030354748,1,0.12190661952944044,39,4.754358161648177,45,5.48579787882482,45,5.48579787882482,0,0.0,9,1.0971595757649641,1,0.12190661952944044,7,0.8533463367060832,8203,,,,,,,,,,,,,,,,,,,,,,,
TEJASNET,Tejas Networks Limited,,2021-11-02,,https://nsearchives.nseindia.com/corporate/TEJASNET_02112021132015_TEjasQ2fy22Earningscall.pdf,pymupdf,split,10950,0.28,-0.08,0.10000000000000002,25,25,8,2.2240756185710313,42,11.676396997497914,19,5.2821795941062,0,0.0,20,5.5601890464275785,28,7.78426466499861,6,1.6680567139282736,3,0.8340283569641368,0,0.0,0,0.0,1,0.2780094523213789,3597,24.0,3.3440156054061587,69.0,9.614044865542706,41.0,5.712693325902188,5.0,0.6966699177929497,29.0,4.040685523199108,83.0,11.564720635362965,28.0,3.9013515396405185,8.0,1.1146718684687196,0.0,0.0,1.0,0.13933398355858995,0.0,0.0,7177.0
BAJAJELEC,Bajaj Electricals Limited,Consumer Durables,2022-11-14,,https://nsearchives.nseindia.com/corporate/BAJAJELEC_14112022123106_SignedSEIntimationforIssuanceofEarningsCallTranscript.pdf,pymupdf,split,9682,0.05,0.28,0.17777777777777778,20,25,0,0.0,3,6.896551724137931,0,0.0,5,11.494252873563218,12,27.586206896551722,3,6.896551724137931,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,435,33.0,3.610898347740453,139.0,15.209541525331,76.0,8.316008316008316,1.0,0.109421162052741,25.0,2.735529051318525,148.0,16.194331983805668,35.0,3.829740671845935,16.0,1.750738592843856,3.0,0.328263486158223,0.0,0.0,6.0,0.656526972316446,9139.0
GULFOILLUB,Gulf Oil Lubricants India Limited,,2024-02-12,,https://nsearchives.nseindia.com/corporate/GULFOILLUB_12022024111734_Transcript.pdf,pymupdf,split,7982,0.13333333333333333,0.28,0.225,15,25,0,0.0,3,8.928571428571429,0,0.0,2,5.9523809523809526,10,29.761904761904763,3,8.928571428571429,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,336,20.0,2.6727248429774155,158.0,21.114526259521583,38.0,5.078177201657089,0.0,0.0,26.0,3.47454229587064,40.0,5.345449685954831,16.0,2.1381798743819322,4.0,0.5345449685954831,3.0,0.4009087264466123,0.0,0.0,6.0,0.8018174528932246,7483.0
SHOPERSTOP,Shoppers Stop Limited,Miscellaneous,2021-10-27,,https://nsearchives.nseindia.com/corporate/SHOPERSTOP_27102021164632_Earningcalloutcome.pdf,pymupdf,split,11606,0.4,0.32,0.36,25,25,2,0.7867820613690008,48,18.88276947285602,8,3.147128245476003,4,1.5735641227380015,19,7.474429583005508,21,8.261211644374509,2,0.7867820613690008,0,0.0,0,0.0,0,0.0,1,0.3933910306845004,2542,29.0,3.2757257426860953,95.0,10.730825708799276,57.0,6.438495425279566,0.0,0.0,25.0,2.823901502315599,65.0,7.342143906020558,25.0,2.823901502315599,1.0,0.11295606009262397,1.0,0.11295606009262397,0.0,0.0,1.0,0.11295606009262397,8853.0
KRSNAA,Krsnaa Diagnostics Limited,,2025-08-19,,https://nsearchives.nseindia.com/corporate/KRSNAA_19082025192818_543328-Signed.pdf,pymupdf,split,9221,0.36,0.08,0.22,25,25,0,0.0,46,26.270702455739578,7,3.997715591090805,4,2.2844089091947457,22,12.564249000571102,8,4.568817818389491,3,1.7133066818960594,1,0.5711022272986864,0,0.0,0,0.0,0,0.0,1751,10.0,1.3743815283122596,91.0,12.50687190764156,45.0,6.184716877405168,28.0,3.8482682792743264,31.0,4.260582737768004,98.0,13.468938977460143,27.0,3.7108301264431005,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.2369433754810335,7276.0
NH,Narayana Hrudayalaya Ltd.,,2024-08-13,,https://nsearchives.nseindia.com/corporate/NH_13082024182500_SENHLEarningsCallTranscript13082024.pdf,pymupdf,whole,12644,0.24,,0.24,25,0,37,2.9456253483002945,156,12.419393360401243,60,4.776689754000477,8,0.6368919672000637,25,1.9902873975001991,152,12.10094737680121,45,3.5825173155003585,1,0.07961149590000796,1,0.07961149590000796,0,0.0,19,1.5126184221001513,12561,,,,,,,,,,,,,,,,,,,,,,,
ANANDRATHI,Anand Rathi Wealth Limited,,2022-10-19,2022-09-30,https://nsearchives.nseindia.com/corporate/ANANDRATHI_19102022130445_ARWLEarningCallTransacript_Q2H1FY202223.pdf,pymupdf,split,7998,0.44,0.16,0.3,25,25,7,4.824259131633356,35,24.121295658166783,10,6.891798759476223,0,0.0,10,6.891798759476223,7,4.824259131633356,5,3.4458993797381114,0,0.0,0,0.0,1,0.6891798759476223,0,0.0,1451,12.0,1.8909549322407817,75.0,11.818468326504885,51.0,8.036558462023322,2.0,0.3151591553734636,17.0,2.6788528206744404,47.0,7.4062401512763945,34.0,5.357705641348881,1.0,0.1575795776867318,0.0,0.0,0.0,0.0,0.0,0.0,6346.0
RRKABEL,R R Kabel Limited,,2025-08-05,2025-08-05,https://nsearchives.nseindia.com/corporate/RRKL1995_05082025202309_Intimation_Earnings_Call_Transcript_Q1_FY_25_26.pdf,pymupdf,split,7379,0.56,0.28,0.4200000000000001,25,25,4,2.952029520295203,57,42.06642066420664,6,4.428044280442805,2,1.4760147601476015,15,11.07011070110701,3,2.2140221402214024,1,0.7380073800738007,2,1.4760147601476015,0,0.0,0,0.0,0,0.0,1355,20.0,3.427004797806717,113.0,19.36257710760795,77.0,13.193968471555861,1.0,0.17135023989033585,17.0,2.9129540781357095,67.0,11.480466072652503,55.0,9.424263193968471,4.0,0.6854009595613434,1.0,0.17135023989033585,1.0,0.17135023989033585,11.0,1.8848526387936944,5836.0
GATEWAY,Gateway Distriparks Limited,,2023-11-13,2023-11-07,https://nsearchives.nseindia.com/corporate/GATEWAY_13112023230829_Transcript.pdf,pymupdf,split,9624,0.0,-0.08,-0.04,25,25,1,1.669449081803005,4,6.67779632721202,4,6.67779632721202,3,5.008347245409015,23,38.397328881469114,3,5.008347245409015,1,1.669449081803005,0,0.0,0,0.0,1,1.669449081803005,0,0.0,599,26.0,2.9633006610439936,77.0,8.775928880784136,62.0,7.066332345566447,0.0,0.0,44.0,5.01481650330522,63.0,7.180305447914292,46.0,5.242762708000912,1.0,0.11397310234784591,2.0,0.22794620469569182,0.0,0.0,13.0,1.4816503305219968,8774.0
VESUVIUS,Vesuvius India Limited,Refractories,2023-05-10,,https://nsearchives.nseindia.com/corporate/VESUVIUS_10052023143611_Outcome_InvestorsMeet_03052023_Transcript.pdf,pymupdf,whole,11679,0.08,,0.08,25,0,29,2.5202050925523594,144,12.514121838880682,113,9.82010949856609,5,0.4345181194055792,36,3.1285304597201704,102,8.864169635873816,64,5.561831928391414,1,0.08690362388111585,1,0.08690362388111585,0,0.0,8,0.6952289910489268,11507,,,,,,,,,,,,,,,,,,,,,,,
POLYCAB,Polycab India Limited,,2024-01-25,,https://nsearchives.nseindia.com/corporate/POLYCAB_25012024182052_Q3FY24EarningsCallTranscript.pdf,pymupdf,whole,10024,0.2,,0.2,25,0,38,3.8306451612903225,189,19.052419354838708,70,7.056451612903226,6,0.6048387096774194,35,3.528225806451613,90,9.07258064516129,30,3.024193548387097,10,1.0080645161290323,15,1.5120967741935485,3,0.3024193548387097,31,3.125,9920,,,,,,,,,,,,,,,,,,,,,,,
MUTHOOTCAP,Muthoot Capital Services Limited,,2025-10-22,,https://nsearchives.nseindia.com/corporate/MUTHOOTCAPS_22102025144716_Intimation.pdf,pymupdf,whole,10523,-0.04,,-0.04,25,0,61,5.990376117057841,140,13.74840420308357,31,3.0442895021113623,2,0.1964057743297653,41,4.026318373760189,99,9.722085829323381,13,1.2766375331434745,0,0.0,1,0.09820288716488265,0,0.0,0,0.0,10183,,,,,,,,,,,,,,,,,,,,,,,
RPPL,Rajshree Polypack Limited,,2026-06-06,,https://nsearchives.nseindia.com/corporate/RPPL_06062026162937_TranscriptRpplQ4FY26NSE.pdf,pymupdf,split,2866,0.15789473684210525,0.24,0.20454545454545456,19,25,0,0.0,5,12.626262626262626,0,0.0,2,5.05050505050505,10,25.252525252525253,5,12.626262626262626,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,396,17.0,7.194244604316546,58.0,24.545069826491748,17.0,7.194244604316546,0.0,0.0,10.0,4.231908590774439,12.0,5.078290308929327,6.0,2.5391451544646637,0.0,0.0,2.0,0.8463817181548878,0.0,0.0,5.0,2.1159542953872195,2363.0
ICRA,ICRA Limited,Finance,2024-05-31,,https://nsearchives.nseindia.com/corporate/ICRA_31052024203616_BSER3031052024.pdf,pymupdf,whole,10567,0.24,,0.24,25,0,44,4.19927467073869,205,19.564802443214354,106,10.1164344340523,21,2.004199274670739,60,5.726283641916396,87,8.303111280778774,53,5.05821721702615,5,0.47719030349303304,10,0.9543806069860661,0,0.0,4,0.38175224279442643,10478,,,,,,,,,,,,,,,,,,,,,,,
BLS,BLS International Services Limited,,2026-02-12,,https://nsearchives.nseindia.com/corporate/BLS_12022026181041_Earning_call_transcript_final_2026_Signed.pdf,pymupdf,split,5948,0.04,0.24,0.14,25,25,0,0.0,4,9.925558312655086,0,0.0,0,0.0,6,14.88833746898263,3,7.444168734491315,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,403,10.0,1.8362100624311422,90.0,16.525890561880278,21.0,3.8560411311053984,7.0,1.2853470437017995,18.0,3.3051781123760557,51.0,9.364671318398825,16.0,2.937936099889827,2.0,0.3672420124862284,5.0,0.9181050312155711,0.0,0.0,1.0,0.1836210062431142,5446.0
AMBUJACEM,Ambuja Cements Limited,Cement And Cement Products,2025-02-04,2025-02-04,https://nsearchives.nseindia.com/corporate/AMBUJACEM_04022025191219_ACL_Earning_call_Final.pdf,pymupdf,split,10349,0.4,0.0,0.2,25,25,11,3.712453594330071,79,26.662166722915963,11,3.712453594330071,2,0.6749915626054674,12,4.049949375632805,25,8.437394532568343,6,2.0249746878164023,1,0.3374957813027337,0,0.0,0,0.0,3,1.0124873439082012,2963,17.0,2.3779549587354873,72.0,10.071338648762065,48.0,6.714225765841376,2.0,0.27975940691005735,2.0,0.27975940691005735,96.0,13.428451531682752,34.0,4.755909917470975,2.0,0.27975940691005735,4.0,0.5595188138201147,2.0,0.27975940691005735,6.0,0.839278220730172,7149.0
NEOGEN,Neogen Chemicals Limited,,2023-08-14,,https://nsearchives.nseindia.com/corporate/NEOGEN_14082023171906_transcript.pdf,pymupdf,split,9177,0.4,0.2,0.3,25,25,8,5.089058524173028,27,17.17557251908397,4,2.544529262086514,0,0.0,6,3.816793893129771,16,10.178117048346056,3,1.9083969465648856,0,0.0,5,3.1806615776081424,0,0.0,1,0.6361323155216285,1572,39.0,5.19376747902517,46.0,6.1259821547476365,61.0,8.123585031295779,11.0,1.4649087761353043,24.0,3.1961646024770274,99.0,13.18417898521774,41.0,5.460114529231589,2.0,0.26634705020641897,1.0,0.13317352510320948,0.0,0.0,3.0,0.3995205753096284,7509.0
SALZERELEC,Salzer Electronics Limited,,2026-02-16,,https://nsearchives.nseindia.com/corporate/SALZERELEC_16022026225016_Disclosure_Under_30_Transcript.pdf,pymupdf,split,8613,0.041666666666666664,0.0,0.02040816326530612,24,25,1,2.070393374741201,3,6.211180124223603,4,8.281573498964804,2,4.140786749482402,8,16.563146997929607,2,4.140786749482402,1,2.070393374741201,0,0.0,0,0.0,1,2.070393374741201,0,0.0,483,40.0,5.054972829521041,105.0,13.269303677492733,22.0,2.7802350562365725,0.0,0.0,31.0,3.917603942878807,55.0,6.950587640591432,13.0,1.6428661695943385,3.0,0.3791229622140781,1.0,0.12637432073802604,0.0,0.0,1.0,0.12637432073802604,7913.0
BAJAJELEC,Bajaj Electricals Limited,Consumer Durables,2022-05-20,,https://nsearchives.nseindia.com/corporate/BAJAJELEC_20052022204003_SignedSEIntimationCallTranscript.pdf,pymupdf,split,7598,0.36,0.0,0.18,25,25,2,1.9782393669634026,15,14.836795252225519,10,9.891196834817013,6,5.9347181008902075,11,10.880316518298715,4,3.9564787339268053,8,7.9129574678536105,0,0.0,1,0.9891196834817013,0,0.0,0,0.0,1011,23.0,3.566997518610422,81.0,12.562034739454095,50.0,7.754342431761787,1.0,0.15508684863523572,20.0,3.101736972704715,59.0,9.150124069478908,38.0,5.893300248138958,6.0,0.9305210918114144,2.0,0.31017369727047145,0.0,0.0,0.0,0.0,6448.0
OAL,Oriental Aromatics Limited,,2025-11-14,2025-11-14,https://nsearchives.nseindia.com/corporate/OAL_14112025171317_Intimation.pdf,pymupdf,split,4690,0.32,0.16,0.24,25,25,6,5.05050505050505,25,21.043771043771045,7,5.892255892255892,0,0.0,6,5.05050505050505,7,5.892255892255892,2,1.6835016835016836,1,0.8417508417508418,2,1.6835016835016836,0,0.0,0,0.0,1188,25.0,7.28650539201399,50.0,14.57301078402798,12.0,3.4975225881667154,0.0,0.0,2.0,0.5829204313611193,26.0,7.57796560769455,8.0,2.331681725444477,0.0,0.0,0.0,0.0,4.0,1.1658408627222385,0.0,0.0,3431.0
PAKKA,PAKKA LIMITED,,2024-11-19,2024-11-19,https://nsearchives.nseindia.com/corporate/PAKKA_19112024190444_2411_Investor_Call_Transcript.pdf,pymupdf,whole,10932,0.08,,0.08,25,0,26,2.4330900243309004,132,12.352610892756879,54,5.053340819764178,8,0.7486430844095078,18,1.6844469399213924,60,5.614823133071308,34,3.181733108740408,0,0.0,0,0.0,0,0.0,2,0.18716077110237694,10686,,,,,,,,,,,,,,,,,,,,,,,
INDOSTAR,IndoStar Capital Finance Limited,,2026-08-05,,https://nsearchives.nseindia.com/corporate/INDOSTAR_05082026183932_Cover_letterTranscript.pdf,pymupdf,split,7585,0.4,0.04,0.22,25,25,22,7.031000319590923,80,25.56727388942154,20,6.391818472355385,2,0.6391818472355385,19,6.072227548737616,16,5.113454777884308,7,2.237136465324385,1,0.31959092361776925,0,0.0,0,0.0,1,0.31959092361776925,3129,11.0,2.600472813238771,52.0,12.293144208037825,18.0,4.25531914893617,0.0,0.0,12.0,2.8368794326241136,25.0,5.91016548463357,11.0,2.600472813238771,0.0,0.0,2.0,0.4728132387706856,0.0,0.0,0.0,0.0,4230.0
TATATECH,Tata Technologies Limited,,2026-07-21,,https://nsearchives.nseindia.com/corporate/TTLNSE_21072026150719_Investorcalltranscript_S.pdf,pymupdf,split,7835,0.68,0.32,0.5,25,25,10,3.26477309826967,114,37.218413320274244,9,2.9382957884427032,2,0.6529546196539341,12,3.9177277179236043,10,3.26477309826967,2,0.6529546196539341,3,0.9794319294809011,1,0.32647730982696704,0,0.0,0,0.0,3063,21.0,4.459545551072415,118.0,25.058398810787853,23.0,4.884264174984073,1.0,0.21235931195582927,5.0,1.0617965597791463,44.0,9.343809726056488,10.0,2.1235931195582927,2.0,0.42471862391165854,1.0,0.21235931195582927,0.0,0.0,0.0,0.0,4709.0
LTM,LTM Limited,,2023-05-02,,https://nsearchives.nseindia.com/corporate/LTIM_02052023192952_Intimationoftranscriptofearningscall.pdf,pymupdf,whole,6627,0.2,,0.2,25,0,36,5.470293268500228,155,23.552651572709316,30,4.55857772375019,0,0.0,9,1.367573317125057,43,6.533961404041939,18,2.735146634250114,2,0.303905181583346,2,0.303905181583346,0,0.0,0,0.0,6581,,,,,,,,,,,,,,,,,,,,,,,
